ProductCategory,CustomerCountry,CustomerContinent,Profit
Books,British Indian Ocean Territory,Asia,430.92
Grocery,Montserrat,North America,274.4
Garden,Myanmar,Asia,3703.7
Sports,Djibouti,Africa,108.8
Toys,Algeria,Africa,428.12
Shoes,Pakistan,Asia,3574.2
Clothing,Kenya,Africa,15.96
Music,Sweden,Europe,2630.3
Baby,United Kingdom,Europe,391.68
Sports,Bahrain,Asia,2166.59
Home,American Samoa,Oceania,3363.51
Books,Tonga,Oceania,276.69
Clothing,Iran,Asia,543.78
Garden,Belarus,Europe,4257.14
Tools,Syria,Asia,345.6
Grocery,United Kingdom,Europe,3013.98
Tools,Nigeria,Africa,6876.9
Baby,Bhutan,Asia,3731.2
Jewelery,Cape Verde,Africa,1969.92
Beauty,San Marino,Europe,1337.3
Beauty,South Georgia and the South Sandwich Islands,Antarctica,3302.25
Movies,Palau,Oceania,1842.4
Sports,Tajikistan,Asia,6509.25
Toys,Indonesia,Asia,7.56
Movies,Venezuela,South America,7235.2
Jewelery,Kiribati,Oceania,7929.48
Toys,Libya,Africa,4682.93
Tools,United States,North America,718.41
Tools,Austria,Europe,3700.48
Books,Morocco,Africa,533.4
Shoes,Nauru,Oceania,1875.33
Baby,U.S. Virgin Islands,North America,128.44
Home,Bahrain,Asia,5893.36
Sports,Papua New Guinea,Oceania,1018.7
Tools,Azerbaijan,Asia,4429.8
Kids,Saint Vincent and the Grenadines,North America,4593.06
Sports,Burundi,Africa,635.66
Clothing,United Kingdom,Europe,3068.37
Garden,Central African Republic,Africa,1930.68
Clothing,Estonia,Europe,2919.54
Toys,Denmark,Europe,6663.15
Music,Cuba,North America,3048.5
Baby,Saint Helena,Africa,5359.08
Tools,Peru,South America,2867.58
Music,Hungary,Europe,2645.28
Grocery,Tuvalu,Oceania,4121.12
Grocery,Mauritania,Africa,6892.48
Outdoors,Sri Lanka,Asia,104.78
Kids,China,Asia,5712.56
Beauty,Montenegro,Europe,52.8
Tools,Kuwait,Asia,1749.32
Automotive,Barbados,North America,601.52
Electronics,Saint Barthelemy,North America,1096.5
Outdoors,Brunei,Asia,2895.36
Movies,Portugal,Europe,3864.46
Beauty,Honduras,North America,2717.76
Automotive,Guatemala,North America,3693.42
Games,Curacao,North America,317.75
Grocery,El Salvador,North America,180.88
Toys,Malta,Europe,2880.75
Sports,Christmas Island,Asia,3229.29
Jewelery,Hong Kong,Asia,3173.46
Music,New Zealand,Oceania,463.54
Garden,Mexico,North America,3393.75
Computers,South Korea,Asia,792.48
Movies,Taiwan,Asia,4230.18
Health,Libya,Africa,873.52
Computers,Mozambique,Africa,373.23
Electronics,Turks and Caicos Islands,North America,2380
Garden,Martinique,North America,5550.76
Toys,Malaysia,Asia,120.7
Grocery,Morocco,Africa,1040.04
Books,Sierra Leone,Africa,2210.64
Music,Maldives,Asia,917
Tools,Gibraltar,Europe,6054.54
Beauty,Kuwait,Asia,6101.82
Kids,United States,North America,950.48
Shoes,Swaziland,Africa,54
Automotive,China,Asia,8614.19
Electronics,Republic of the Congo,Africa,954.1
Industrial,United Kingdom,Europe,770.56
Industrial,Mayotte,Africa,2069.48
Industrial,Slovakia,Europe,1268.74
Home,Angola,Africa,3443.44
Kids,Mozambique,Africa,4921.07
Computers,Ireland,Europe,2196.72
Industrial,Cayman Islands,North America,2643.44
Automotive,Switzerland,Europe,1434.3
Games,Netherlands,Europe,4074.5
Outdoors,Pitcairn,Oceania,5003.2
Shoes,Malta,Europe,84.5
Automotive,Chad,Africa,3863.7
Garden,Montserrat,North America,3598.98
Beauty,Aruba,North America,1505.08
Home,Barbados,North America,361.9
Shoes,Saint Pierre and Miquelon,North America,5731.8
Tools,Nauru,Oceania,1296.96
Grocery,Svalbard and Jan Mayen,Europe,1164.8
Automotive,San Marino,Europe,779.4
Beauty,New Caledonia,Oceania,196.1
Grocery,South Georgia and the South Sandwich Islands,Antarctica,3739.19
Electronics,Ghana,Africa,576.3
Music,Bosnia and Herzegovina,Europe,1521.44
Electronics,Liberia,Africa,1583.68
Clothing,Cameroon,Africa,183.15
Shoes,Kazakhstan,Asia,2456.14
Automotive,U.S. Virgin Islands,North America,658.46
Outdoors,Falkland Islands,South America,5133.44
Home,Romania,Europe,887.04
Jewelery,Bermuda,North America,1341.36
Beauty,Saint Kitts and Nevis,North America,4070.08
Home,Antarctica,Antarctica,1616.25
Music,Tanzania,Africa,232.2
Toys,Jordan,Asia,217.31
Garden,Haiti,North America,7784.31
Grocery,Albania,Europe,2506.61
Industrial,Egypt,Africa,511.8
Automotive,Uruguay,South America,1404.48
Health,Romania,Europe,4752.54
Books,Samoa,Oceania,2825.75
Health,British Virgin Islands,North America,1862.38
Beauty,Peru,South America,5211.15
Music,China,Asia,147
Sports,Mongolia,Asia,3523.44
Electronics,Micronesia,Oceania,839.52
Toys,Venezuela,South America,566.72
Kids,Slovenia,Europe,1986.44
Health,Croatia,Europe,2805.28
Computers,Mongolia,Asia,2280.92
Shoes,Vanuatu,Oceania,2451.4
Electronics,Brazil,South America,3583.37
Outdoors,Kyrgyzstan,Asia,3.7
Sports,Mauritania,Africa,386.08
Grocery,North Korea,Asia,101.43
Sports,Uganda,Africa,3288.2
Movies,Barbados,North America,873.81
Books,Saint Kitts and Nevis,North America,632.37
Computers,Isle of Man,Europe,1999.89
Shoes,Ivory Coast,Africa,258.26
Shoes,Russia,Europe,4515.95
Computers,Norfolk Island,Oceania,473.36
Tools,Sweden,Europe,1009.7
Movies,Paraguay,South America,599.04
Movies,East Timor,Oceania,4805.72
Industrial,Azerbaijan,Asia,4360.95
Kids,Saudi Arabia,Asia,1739.52
Movies,Pakistan,Asia,4993.75
Computers,Nicaragua,North America,7951.5
Industrial,Uruguay,South America,945.72
Grocery,Laos,Asia,3574.66
Garden,Estonia,Europe,3571.2
Books,Trinidad and Tobago,North America,809.2
Grocery,Singapore,Asia,3449.32
Home,Mongolia,Asia,588.75
Automotive,Montenegro,Europe,2334.9
Electronics,Lesotho,Africa,4562.46
Tools,Samoa,Oceania,217.15
Tools,Denmark,Europe,372.89
Toys,Zambia,Africa,204
Movies,Kazakhstan,Asia,5699.05
Health,Suriname,South America,1071.58
Books,Uzbekistan,Asia,24.78
Automotive,Barbados,North America,2508.5
Electronics,Reunion,Africa,408.24
Garden,Hong Kong,Asia,1326
Grocery,Guernsey,Europe,5098.8
Home,Madagascar,Africa,200.03
Home,South Africa,Africa,80.23
Beauty,Mexico,North America,7278.83
Jewelery,Guinea-Bissau,Africa,123.69
Tools,French Polynesia,Oceania,2710.93
Games,Ethiopia,Africa,1864.28
Music,Jordan,Asia,1261.19
Home,Mozambique,Africa,2380.95
Sports,Togo,Africa,4248.42
Shoes,Faroe Islands,Europe,695.36
Grocery,Sierra Leone,Africa,4314.43
Jewelery,Saint Lucia,North America,8908.47
Baby,Egypt,Africa,6572.28
Garden,Taiwan,Asia,212.99
Books,Chile,South America,582.8
Toys,Eritrea,Africa,449.74
Health,Morocco,Africa,276.42
Baby,Zimbabwe,Africa,6642.96
Beauty,Iran,Asia,2488.88
Home,Guadeloupe,North America,1570.3
Movies,South Korea,Asia,1086.91
Books,Papua New Guinea,Oceania,74.69
Health,Samoa,Oceania,6702.94
Grocery,Fiji,Oceania,70.35
Industrial,Ghana,Africa,251.55
Automotive,Greece,Europe,1575.9
Clothing,Oman,Asia,3024.98
Movies,Saint Martin,North America,299.7
Home,Guernsey,Europe,4482.39
Outdoors,Benin,Africa,303.68
Sports,Finland,Europe,486.45
Sports,Moldova,Europe,777.48
Electronics,Saint Barthelemy,North America,5626.24
Kids,Guyana,South America,709.5
Outdoors,Jamaica,North America,548.68
Clothing,Laos,Asia,6580.08
Music,Malta,Europe,7354.71
Home,Sudan,Africa,1106.25
Computers,Luxembourg,Europe,4009.58
Baby,Somalia,Africa,5393.72
Computers,Hungary,Europe,6940.2
Books,Antigua and Barbuda,North America,3271.28
Music,Christmas Island,Asia,253.96
Garden,Saint Kitts and Nevis,North America,337.68
Movies,Mayotte,Africa,36.24
Games,Haiti,North America,876.09
Electronics,Botswana,Africa,7900.8
Games,Czech Republic,Europe,3855.26
Automotive,Saint Helena,Africa,6320.08
Kids,Sierra Leone,Africa,92.8
Clothing,Botswana,Africa,3669.03
Computers,Bulgaria,Europe,7937.12
Grocery,Tuvalu,Oceania,100.1
Tools,Estonia,Europe,87.84
Books,Honduras,North America,1253.56
Home,Reunion,Africa,2403.84
Music,Ecuador,South America,3842.31
Books,Montserrat,North America,1542.8
Industrial,Ivory Coast,Africa,3213.15
Sports,United Arab Emirates,Asia,1142.68
Books,Republic of the Congo,Africa,7726.37
Outdoors,Central African Republic,Africa,2558.08
Clothing,Djibouti,Africa,6182.76
Computers,Belize,North America,5.1
Baby,Austria,Europe,3053.22
Automotive,Puerto Rico,North America,2752.97
Games,Cambodia,Asia,3923.4
Tools,Samoa,Oceania,1839.24
Games,Mexico,North America,2496.12
Games,Italy,Europe,800.28
Garden,Marshall Islands,Oceania,6407.04
Outdoors,Saint Kitts and Nevis,North America,830.83
Games,Mali,Africa,297.6
Sports,Monaco,Europe,3799.05
Music,Central African Republic,Africa,317.75
Shoes,Guatemala,North America,1476
Industrial,Belarus,Europe,1996.92
Clothing,Sao Tome and Principe,Africa,22.44
Toys,Suriname,South America,6830.9
Computers,Bhutan,Asia,776.24
Home,India,Asia,8.16
Sports,Costa Rica,North America,3809.31
Grocery,Cameroon,Africa,1331.1
Shoes,Wallis and Futuna,Oceania,3062.99
Music,Malaysia,Asia,4466.88
Outdoors,Benin,Africa,4270.35
Health,Armenia,Asia,5150.34
Tools,Saint Kitts and Nevis,North America,721.81
Toys,Italy,Europe,1574.7
Shoes,Gibraltar,Europe,1114.38
Automotive,Cocos Islands,Asia,2801.2
Music,Senegal,Africa,8076.18
Toys,Algeria,Africa,4494.98
Games,Luxembourg,Europe,1836.96
Baby,Aruba,North America,853.4
Home,Oman,Asia,2285.14
Health,Singapore,Asia,511.92
Beauty,Saint Helena,Africa,3840.48
Baby,Guinea,Africa,4941
Sports,Nigeria,Africa,820.76
Shoes,Papua New Guinea,Oceania,3525.58
Home,Croatia,Europe,82.5
Books,South Korea,Asia,257.4
Kids,Azerbaijan,Asia,3638.74
Sports,Brunei,Asia,4.32
Books,Isle of Man,Europe,5608.65
Electronics,Ecuador,South America,346.5
Tools,Armenia,Asia,620.62
Music,Palestinian Territory,Asia,3007.62
Computers,Italy,Europe,2530.02
Automotive,Egypt,Africa,248.46
Kids,Gambia,Africa,1689.12
Automotive,Israel,Asia,376.74
Computers,Suriname,South America,6598.7
Sports,Pitcairn,Oceania,1930.76
Home,French Southern Territories,Antarctica,5777.67
Toys,Syria,Asia,2913.87
Automotive,Saint Martin,North America,4482.11
Health,Bolivia,South America,2670.14
Computers,Gabon,Africa,60.75
Clothing,Gambia,Africa,4205
Electronics,Italy,Europe,4745.16
Electronics,North Korea,Asia,1883.84
Beauty,Malaysia,Asia,1105
Automotive,Bahamas,North America,2353.4
Home,Tajikistan,Asia,6395.84
Garden,Bangladesh,Asia,1527.71
Beauty,Bulgaria,Europe,1239.88
Toys,Bulgaria,Europe,273.6
Music,Kiribati,Oceania,392.08
Automotive,Venezuela,South America,1992.33
Baby,Lithuania,Europe,1861.27
Grocery,Belize,North America,1486.21
Automotive,Somalia,Africa,166.32
Industrial,Montenegro,Europe,270.72
Outdoors,Belize,North America,5637.66
Outdoors,Morocco,Africa,5.25
Shoes,Comoros,Africa,180
Clothing,Equatorial Guinea,Africa,508.2
Baby,Bermuda,North America,814.82
Industrial,Trinidad and Tobago,North America,4373.72
Shoes,Somalia,Africa,437.57
Shoes,Micronesia,Oceania,3018.01
Computers,Bolivia,South America,201.11
Jewelery,Eritrea,Africa,3782.88
Movies,Colombia,South America,1686.63
Grocery,Solomon Islands,Oceania,1323.3
Movies,Gambia,Africa,1315.88
Grocery,Senegal,Africa,488.11
Beauty,Republic of the Congo,Africa,6259.5
Kids,Lithuania,Europe,2881.44
Movies,Israel,Asia,1896.3
Health,Pakistan,Asia,4341.88
Shoes,Malta,Europe,7785.34
Grocery,Croatia,Europe,1593.18
Tools,Spain,Europe,234.9
Shoes,British Indian Ocean Territory,Asia,676.7
Health,Saint Martin,North America,8089.44
Garden,Switzerland,Europe,2768.64
Health,Turks and Caicos Islands,North America,4993.29
Tools,Belarus,Europe,461.5
Jewelery,Nauru,Oceania,333.41
Kids,Romania,Europe,1360.8
Beauty,Gabon,Africa,2222.2
Outdoors,Guinea,Africa,1617
Garden,Nicaragua,North America,5124.3
Music,Guinea-Bissau,Africa,4097.82
Tools,Greenland,North America,3340.59
Grocery,Jersey,Europe,1983.14
Music,Botswana,Africa,277.2
Beauty,Jordan,Asia,3171.78
Books,Benin,Africa,386.1
Books,Christmas Island,Asia,3998.74
Jewelery,French Polynesia,Oceania,7104.24
Games,Bermuda,North America,5156.52
Garden,Iran,Asia,354.16
Baby,Bhutan,Asia,1946.8
Sports,Heard Island and McDonald Islands,Antarctica,2502.42
Industrial,American Samoa,Oceania,3095.1
Electronics,Antarctica,Antarctica,8470.85
Books,Serbia,Europe,85.8
Music,Madagascar,Africa,3575.88
Industrial,Suriname,South America,1250.38
Garden,Turkey,Asia,5185.2
Industrial,Malawi,Africa,1272.04
Beauty,Aruba,North America,3113.91
Shoes,Bhutan,Asia,731.7
Industrial,Pakistan,Asia,551.95
Automotive,Kuwait,Asia,4733.4
Beauty,Guinea-Bissau,Africa,4650.9
Industrial,Pitcairn,Oceania,3232.29
Toys,Cyprus,Europe,4414.4
Clothing,Curacao,North America,2313.36
Books,Guam,Oceania,1710.72
Industrial,Portugal,Europe,7921
Music,Tanzania,Africa,3180.8
Computers,Bahamas,North America,1773.53
Clothing,Saudi Arabia,Asia,7589.93
Beauty,South Korea,Asia,4796.1
Computers,Kuwait,Asia,1971.42
Health,Niger,Africa,1034.28
Outdoors,Kenya,Africa,1243.84
Kids,Reunion,Africa,5773.82
Tools,"Bonaire, Saint Eustatius and Saba ",North America,1782.73
Clothing,Cayman Islands,North America,1002.54
Movies,Democratic Republic of the Congo,Africa,986.86
Automotive,Cape Verde,Africa,466.96
Clothing,United States,North America,2692.16
Movies,South Sudan,Africa,3302.64
Electronics,Guinea-Bissau,Africa,1541.12
Movies,Tuvalu,Oceania,1940.97
Sports,Brunei,Asia,717.4
Books,Saint Vincent and the Grenadines,North America,4449.58
Grocery,Kiribati,Oceania,1833.06
Jewelery,Kenya,Africa,919.6
Computers,Mali,Africa,334.11
Outdoors,Antigua and Barbuda,North America,1484.7
Clothing,Mauritius,Africa,2423.68
Movies,Guadeloupe,North America,957
Games,New Caledonia,Oceania,854.85
Shoes,Macao,Asia,148.18
Toys,Cyprus,Europe,3167.73
Outdoors,Somalia,Africa,537.39
Health,Nepal,Asia,329.94
Books,South Georgia and the South Sandwich Islands,Antarctica,623.39
Garden,Kenya,Africa,2036.7
Books,Tonga,Oceania,3933.12
Grocery,Myanmar,Asia,3146.4
Health,Republic of the Congo,Africa,2217.6
Home,Tuvalu,Oceania,5688.36
Health,Bangladesh,Asia,2293.62
Tools,"Bonaire, Saint Eustatius and Saba ",North America,1644.07
Clothing,Russia,Europe,481.4
Baby,Russia,Europe,1543.64
Toys,Comoros,Africa,6283.04
Sports,Italy,Europe,258.86
Home,Oman,Asia,35.52
Automotive,Sint Maarten,North America,6957.04
Grocery,Cambodia,Asia,1260.84
Baby,Germany,Europe,3727.62
Tools,Barbados,North America,3304.8
Jewelery,Paraguay,South America,1432.5
Clothing,Latvia,Europe,2895.22
Automotive,Georgia,Asia,588.23
Clothing,Botswana,Africa,1876.7
Kids,North Korea,Asia,793.52
Beauty,Liechtenstein,Europe,147.63
Kids,Cape Verde,Africa,5059.83
Industrial,Monaco,Europe,866.7
Health,Montserrat,North America,2652.2
Home,China,Asia,4599.14
Sports,Cape Verde,Africa,2018.39
Jewelery,Sweden,Europe,1330.3
Toys,Myanmar,Asia,694
Clothing,Oman,Asia,5407.65
Electronics,Sao Tome and Principe,Africa,1984.18
Baby,Poland,Europe,2415.3
Baby,Saint Helena,Africa,1929.3
Beauty,British Virgin Islands,North America,38.64
Electronics,Tokelau,Oceania,5348.31
Shoes,Australia,Oceania,5696.85
Games,Sudan,Africa,2794.14
Automotive,New Caledonia,Oceania,48.28
Computers,Italy,Europe,1878.12
Baby,Lesotho,Africa,1982.09
Baby,Guatemala,North America,118.3
Health,Norway,Europe,534.28
Industrial,North Korea,Asia,5515.44
Sports,East Timor,Oceania,6838.92
Outdoors,Jersey,Europe,1503
Automotive,Faroe Islands,Europe,165.76
Automotive,Montenegro,Europe,1096.26
Health,South Africa,Africa,266.5
Outdoors,Turks and Caicos Islands,North America,418.5
Outdoors,Ghana,Africa,4931.28
Grocery,Ethiopia,Africa,6502.26
Shoes,Gibraltar,Europe,2650.31
Automotive,Tonga,Oceania,848.25
Computers,Cayman Islands,North America,807.72
Outdoors,French Southern Territories,Antarctica,2070.18
Games,Liechtenstein,Europe,189.4
Music,Saint Lucia,North America,379.44
Health,Indonesia,Asia,3210.3
Industrial,Cuba,North America,4046.7
Outdoors,American Samoa,Oceania,16.32
Tools,Monaco,Europe,2165.76
Jewelery,Libya,Africa,3016.98
Music,Belarus,Europe,1305.08
Jewelery,Sri Lanka,Asia,274.89
Grocery,Morocco,Africa,2847
Grocery,Russia,Europe,41.25
Books,South Georgia and the South Sandwich Islands,Antarctica,970.02
Music,Romania,Europe,3059.7
Jewelery,American Samoa,Oceania,2815.62
Tools,Qatar,Asia,3059
Kids,Canada,North America,3394.56
Tools,Saint Pierre and Miquelon,North America,1129.69
Movies,Switzerland,Europe,256.06
Baby,Puerto Rico,North America,3073.3
Jewelery,Egypt,Africa,196.46
Baby,United States Minor Outlying Islands,Oceania,502.04
Grocery,Brazil,South America,370.09
Grocery,Cambodia,Asia,7035.28
Tools,Brunei,Asia,1409.58
Shoes,Costa Rica,North America,823.08
Outdoors,North Korea,Asia,295.2
Tools,Samoa,Oceania,749.7
Jewelery,Turks and Caicos Islands,North America,3007.62
Sports,Slovakia,Europe,1334.4
Tools,Cape Verde,Africa,535.78
Grocery,United States Minor Outlying Islands,Oceania,5915.3
Baby,Gibraltar,Europe,75.46
Electronics,Western Sahara,Africa,224.48
Kids,Bhutan,Asia,636
Games,Kazakhstan,Asia,1713.12
Games,Serbia,Europe,2654.4
Beauty,Saint Vincent and the Grenadines,North America,916.5
Electronics,Honduras,North America,279.65
Kids,Bhutan,Asia,438.6
Industrial,Bouvet Island,Antarctica,3574.08
Games,Ghana,Africa,244.8
Shoes,Australia,Oceania,2488.2
Jewelery,Laos,Asia,1625.25
Grocery,Micronesia,Oceania,7853.3
Home,Swaziland,Africa,2353.68
Kids,Saudi Arabia,Asia,571.59
Outdoors,Barbados,North America,2130.12
Toys,Malawi,Africa,1976.2
Home,Micronesia,Oceania,1802.97
Shoes,Madagascar,Africa,1656.89
Beauty,Sierra Leone,Africa,1028.28
Music,Estonia,Europe,4284
Industrial,Palestinian Territory,Asia,5471.01
Computers,Spain,Europe,255.51
Grocery,Bahamas,North America,1543.18
Automotive,Saudi Arabia,Asia,370.44
Home,Botswana,Africa,1573.44
Health,Belize,North America,1212.86
Outdoors,United Arab Emirates,Asia,4467.77
Garden,Nicaragua,North America,3540.24
Industrial,Finland,Europe,111.69
Grocery,Turkey,Asia,1388.9
Games,Sweden,Europe,589.05
Industrial,Central African Republic,Africa,7107.3
Electronics,Moldova,Europe,3854.34
Industrial,Niger,Africa,580.65
Tools,Iraq,Asia,2647.7
Outdoors,Guatemala,North America,727.16
Jewelery,Ethiopia,Africa,1455.58
Jewelery,Chile,South America,380.8
Tools,Belize,North America,2198.12
Sports,Isle of Man,Europe,139.4
Music,Bulgaria,Europe,712.14
Baby,Bouvet Island,Antarctica,293.7
Health,Suriname,South America,741.48
Clothing,Mexico,North America,3166.83
Games,Reunion,Africa,1498.65
Tools,Chad,Africa,57.75
Computers,Romania,Europe,242.5
Books,British Indian Ocean Territory,Asia,4399.26
Industrial,Zambia,Africa,1225.16
Baby,Guadeloupe,North America,813.89
Beauty,Yemen,Asia,1193.94
Home,Tunisia,Africa,596.4
Clothing,Estonia,Europe,683.26
Outdoors,Chile,South America,247.68
Outdoors,French Polynesia,Oceania,122.2
Outdoors,Lebanon,Asia,1876.64
Baby,Nicaragua,North America,3464.95
Kids,Mauritania,Africa,127.68
Jewelery,Gibraltar,Europe,750.36
Electronics,United Kingdom,Europe,1100.04
Games,Saint Vincent and the Grenadines,North America,373.27
Movies,Ukraine,Europe,4467.08
Toys,Burundi,Africa,57.29
Outdoors,Niger,Africa,405.79
Electronics,Barbados,North America,1086.44
Home,Saint Barthelemy,North America,919.8
Automotive,Norway,Europe,637.32
Industrial,Gambia,Africa,1723.19
Home,Gibraltar,Europe,3264.8
Tools,Georgia,Asia,1540.37
Games,Jordan,Asia,492.15
Shoes,Nepal,Asia,5241.67
Electronics,Mexico,North America,100.35
Sports,Iraq,Asia,3416.28
Jewelery,Algeria,Africa,1028.58
Sports,Monaco,Europe,66.96
